Job Title,Company Name,Location,Sector,Job Type,Salary,Job Responsibilities,URL Link
Data Analysis Specialist,ServiceOne Solutions Malaysia Sdn Bhd,"Bangsar South, Kuala Lumpur",Database Development & Administration (Information & Communication Technology),Full time,,"Responsibilities: Build up call centre’s data, analyse data indicators, and continuously optimize all data indicators; Responsible for setting and tracking operation targets (SLAs), analyzing abnormal data or weak links, giving early warning and improvement suggestions; Deeply understand the industry, improve the data analysis system, and promote the team's data analysis ability; Any ad-hoc duties as assigned by the Company from time to time. Requirements: At least 3 to 5 years of data analysis experience, large volume data analysis experience in call centre or related service industry is highly preferred; Strong knowledge of PowerBI and EXCEL functions for data analysis is an advantage; Good presentation ability to interpret and present statistical analysis (text, data and charts); Good at interpersonal communication, rigorous logical thinking, strong organization and coordination skills; Independent, proactive, self-motivated, and able to meet tight deadline with minimal supervision.",https://my.jobstreet.com/job/81899224?type=standard&ref=search-standalone&origin=jobCard#sol=c80ca24f42c11c6148888da1e6d45b486e8d74e1
Business Intelligence Developer,VAT Manufacturing Malaysia Sdn Bhd,"Batu Kawan, Penang",Database Development & Administration (Information & Communication Technology),Full time,,"As a Senior Data Warehouse / Business Intelligence Developer, you play a key role in ensuring that VAT is a successful data-driven company where every person has the right data and insights available at the right time in the right format to make the right business decisions, improve business processes and deliver value to our customers. You are a part of a global IT team, collaborating across geographies and time zones (our main hubs are in Malaysia, Switzerland and Romania) who is passionate about delivering value through digital BI & data analytics solutions. Your responsibilities include, but not limited to - Design, develop and maintain the data warehouse and data lake analytics environment at VAT based on the Microsoft Fabric platform, ensuring performant and resilient infrastructure supporting VAT business worldwide Design, develop and maintain end-to-end BI and analytics solutions based on business requirements of various areas of VAT business (procurement, manufacturing, SCM, finance, sales and others) using your expertise across SQL, DAX, Power BI and other applicable technologies within the Microsoft Fabric environment Monitor, extend and troubleshoot existing BI and analytics solutions Support key users and end users of analytics solutions (e.g. semantic models, Power BI reports) on finding the right solution to their technical questions or challenges Collaborate and communicate across technical and business teams to support data-driven decision making at VAT, esp. with other developers, IT business consultants and business and data analysts Work closely with the rest of our BI analytics team in an agile manner (scrum methodology) incl. code reviews and QA Preferred Qualification : Master’s degree in computer science, information systems, economics, business analytics or similar; or corresponding professional experience Experience with Microsoft Fabric and/or Azure Synapse Analytics Proficiency in Python for Data Analytics or Data Science (pandas, numpy etc.) Microsoft Certification: Fabric Analytics Engineer Associate (DP-600) Microsoft Certification: Fabric Data Engineer Associate (DP-700) Experience in implementing good visual communication standards (e.g. IBCS) Experience in conducting user trainings Experience with the ERP system Microsoft Dynamics 365 Finance and Operations Experience working in an agile manner, applying the scrum methodology Minimum Qualification : 5+ years working as a DW/BI Developer or Consultant Bachelor’s degree in computer science, information systems, economics, business analytics or similar; or corresponding professional experience Strong proficiency in SQL, DAX and Power BI incl. semantic modelling Expertise in designing, implementing, and managing data pipelines and ETL processes Proven track record in optimizing analytics workloads and platform performance, incl. optimizing complex SQL queries Strong analytical and problem-solving skills with keen attention to detail Experience in translating business requirements into actionable reports and dashboards Excellent teamwork and communication skills to liaise with business as well as technical stakeholders Experience working in a cross-functional and culturally diverse team Full professional proficiency in spoken and written English Ability to work independently under pressure and in a constantly changing environment",https://my.jobstreet.com/job/82389577?type=standard&ref=search-standalone&origin=jobCard#sol=970d73fcc5554b150bdd272e2ffbe5dd1c16c239
Senior Data Analyst - Tableu,Agensi Pekerjaan RecruitFirst Sdn Bhd,"Ampang, Kuala Lumpur",Business/Systems Analysts (Information & Communication Technology),Contract/Temp,"RM 8,000 – RM 12,000 per month","Tasks: Assist to drive the adoption and implementation of new technologies and digital transformations (e.g. Data Analytics and Data Visualization) within Group Risk Management to improve effectiveness and efficiency. Assist to carry out and support project management and BAU activities, including UAT and Production Implementation for initiatives relating to adoption of New Technology Solutions, particularly data analytics and visualization as well as existing applications. Participate in user requirements gathering process for data analytics and data visualization requests and follow through on process for subsequent approval by the relevant authorities. Work with business user and data engineer to identify required data for analytics and to carry out data assessment, clarification and data prep in GRM Data Mart for Tableau consumption. Assist to design, develop and maintain Tableau data model for the visualization of risk data from our GRM Data Mart based on user requirements. Work with our key stakeholders (teams from various risk pillars in GRM) to design, develop and maintain Enterprise Risk Management Dashboard in Tableau. Perform critical evaluation and Quality Assurance of the Tableau data model and ERM dashboard development to ensure the non-functional and business requirements are being met. Assist to manage user access to our Tableau ERM Dashboards based on User Access Matrix. Assist to manage enhancement request to our Tableau data model and ERM dashboard. Assist to manage and document Tableau data model/ERM Dashboard set up in Tableau, including their related workflow and procedures. Assist in provision of advisory to new users on data analytics and data visualization’s related matters. Assist in provision of technical training to new users on Tableau. Carry out ad-hoc tasks/ projects as required by Lead of GRM ESM and/or Head of Group AML/CFT Compliance & ESM. Takes accountability in considering business and regulatory compliance risks and takes appropriate steps to mitigate the risks. Maintains awareness of industry trends on risks, regulatory compliance, emerging threats and technologies in order to understand the risk and better safeguard the company. Highlights any potential concerns /risks and proactively shares best risk management practices. Requirements: Bachelor Degree in Data Analytics or IT with minimum of 1-2 years working experience in the area of Data Analytics and/or Data Visualization, preferably for insurance-related companies. Good working knowledge in database management, data analysis process and IT systems knowledge particularly data science/analytics/big data platform. Ability to understand and/or write IT programming language especially for analytics purposes (e.g. SQL, Python, R) and for data visualization tools (Tableau). Working knowledge in the area of risk management and compliance will be an added advantage. Broad knowledge of new technology solutions and their application to business in financial services industries (either banks, insurance and capital market firms) will also be an added advantage. Good interpersonal & communication skills, able to handle difficult situations, adaptable to fast-pace environment and able to work under pressure to meet tight deadlines. Resourceful, proactive and able to work independently as well as in a team. High level of integrity, takes accountability of work and good attitude over teamwork. #recruitfirst",https://my.jobstreet.com/job/82292647?type=standard&ref=search-standalone&origin=jobCard#sol=ef7554b907e4d2a96222126e26cc263eb0d12142
Data & Analytics Specialist,UNILIN (MALAYSIA) SDN BHD,"Sungai Petani, Kedah","Analysis & Reporting (Manufacturing, Transport & Logistics)",Full time,,"JOB OBJECTIVE / SUMMARY The Data & Analytics Specialist will drive the transformation of our parquet manufacturing plant into a data-driven operation by developing high-quality datasets, creating insightful dashboards, and improving data quality to support strategic and operational decisions. Collaborating with cross-functional teams, the role focuses on enabling live reporting, fostering a culture of self-service BI, and ensuring data is accurate, accessible, and actionable. By standardizing processes and promoting data-driven practices, you will play a key role in enhancing production efficiency and business growth. MAIN DUTIES AND RESPONSIBILITIES Enable Data-Driven Decisions: Develop structured datasets and insightful dashboards to support both daily and long-term strategic decisions. Improve Data Quality: Standardize processes and maintain high data accuracy to ensure reliable reporting and analysis by ensuring all data input is accurate. Support Operational Efficiency: Use live reporting (real-time reports) and analytics tools to identify actionable insights that improve production processes to prevent delaying in actions to be taken to avoid inefficiency or losses. Promote Self-Service BI: Build datasets that empower stakeholders to create their own reports, reducing reliance on the D&A team. Foster Collaboration: Work with cross-functional teams to align data needs and solutions with business goals. JOB REQUIREMENTS Education & Experience A minimum of a bachelor’s degree or equivalent; through at least 5 years of relevant working experience. Proficient in both Bahasa Malaysia and English language. Behavioral Skills Demonstrates a strong safety mindset, openness to feedback, commitment to continuous improvement, entrepreneurial spirit, collaboration, and adaptability in driving innovative, data-driven solutions. Critical, solution-oriented, and proactive with a natural curiosity for improving processes. Clear communicator who listens well and conveys technical information to non-technical stakeholders. Organized and detail-oriented, with a strong commitment to data quality. 2. Technical Skills Strong analytical skills with the ability to simplify complex datasets for diverse stakeholders. Experience with BI tools, particularly Microsoft Power BI. Familiarity with Grafana is a plus. Affinity for finance-related data analysis is beneficial. Exposure in IT in manufacturing environments is an added advantage.",https://my.jobstreet.com/job/81912938?type=standard&ref=search-standalone&origin=jobCard#sol=e8d7e00c6997c823081c7335cbf990455079c75f
Data Analyst,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Selangor,Database Development & Administration (Information & Communication Technology),Full time,$7000.0 - $10000.0 p.m. + 9000,"Your new company Join a well-established company in the technology sector, based in Europe. With a long history, they offer various solutions to clients worldwide. Their products include different systems and tools, serving customers in many countries. Your new role Develop and maintain scalable BI solutions, including data models, dashboards, and reports. Analyse complex datasets to extract insights and identify trends for business optimisation. Ensure data accuracy and reliability through regular quality checks and data governance best practices. Collaborate with internal stakeholders across various divisions. What you'll need to succeed At least 3 years of experience in BI solution implementation and support Proficient with data Visualisation tools like Power BI and Tableau. Strong SQL skills and database experience. Knowledgeable in ETL processes and database management. What you'll get in return Join a global MNC and propel your career to new heights. Flexible working hours. Innovate in an Agile Environment. What you need to do now Keen to hear more? If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or send it via email to Michelle.Woo@hays.com.my. If this job isn't quite right for you, but you are looking for a new position, please contact +603 7890 6292 for a confidential discussion about your career.",https://my.jobstreet.com/job/82314361?type=standard&ref=search-standalone&origin=jobCard#sol=21df7bfb902af7ab20b89ff2950f905a93395e29
Data Analyst,ACCORD INNOVATIONS SDN. BHD.,Kuala Lumpur,Business/Systems Analysts (Information & Communication Technology),Full time,,"Job Title: Data Analyst Job Type: Payroll and Contract under Accord Innovations Sdn Bhd Duration: 12 months (renewable) Location: KL, Malaysia (onsite - visa provided) Project: Bank Qualifications and Technical Skills 10 years of experience in Technology (Engineering, Design and Implementation of the applications / product in the Banking domain, preferably in Technology Resilience and Risk domain. Dataiku is a MUST Spark, Scala, Python RDBMS, Bigdata / Hive SQL Shell / Windows Scripts, Control M Agile Methodology (User Stories, Epics, Tasks, effort estimation) An industry-recognized Data Analyst certification is a plus Experience in Agile way of working. Qualities Proven experience as Data Analyst, and ability to conduct technology analysis, research, code-reviews, guidance to developers. Highly motivated individual with a strong track record of achievement, leadership, and high-performance drive, especially with similar previous roles in Banking Effective interpersonal skills, communication skills to articulate at different levels, aptitude for creative problem solving, drive innovation. A team player and enjoy interacting with people of all levels in a multicultural environment. Ability to work under constant pressure to tight deadlines and deliver high quality output. Good understanding of user behaviour, client experience to deliver business capabilities through a client centric, data driven digital journeys. Accountable to ensure the required data quality management business intelligence layer parameters are set to me the business user’s needs. Design the user-friendly dashboards with high performing and accurate output to meet functional / non-functional business requirements.. Processes Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc. Risk Management The resource should be able to manage risk and should be able to provide plans / ideas for mitigation. Governance Adhere governance and policy requirements. Provide support to Management Team, Workstream Leads, Product Owners, Scrum Masters and development team to identify areas of improvement and to ensure that Data Analysis process follow the Bank’s NWOW standards, processes, and governance.",https://my.jobstreet.com/job/82441313?type=standard&ref=search-standalone&origin=jobCard#sol=4b09109f83a041b520a740b3d926f3c01c2a1588
Data Analyst (Commercial/Sales),Agensi Pekerjaan & Perundingcara Bright Prospect Sdn Bhd,"Petaling Jaya, Selangor",Business/Systems Analysts (Information & Communication Technology),Full time,"RM 3,500 – RM 4,500 per month","Area: Petaling Jaya, Selangor Responsibilities: Provide data analysis and create dashboards to help the commercial team make informed business decisions. Maintain and update the target client list, providing monthly reports. Ensure the database is accurate and aligned with external sources (i.e. MMC, NSR). Provide support to the field force on issues related to the ARISE system and database management. Troubleshoot and resolve issues impacting the performance of the mobile app to ensure smooth functionality and user experience. Perform master database cleaning to ensure data accuracy, consistency, and integrity. Ensure the successful rollout of ad-hoc projects as assigned, meeting deadlines and project objectives. Conduct training sessions as needed on both current and new systems to ensure effective user adoption. Develop Standard Operating Procedures (SOPs) for systems and processes, including comprehensive manuals for systems. Requirements: A Bachelor Degree in Business or other relevant qualification. at least 1 to 2 years working experience. Proficient in Power BI, Excel, and Tableau. Experience in using Salesforce.com system. Fluent in English and Bahasa Melayu. Strong analytical and problem-solving skills, attention to detail for ensuring data accuracy. Experienced in managing project implementations and system rollouts. For those who have what it takes, please apply online or send in your profile to: Consultant: Wei Li Tel : 03 - 7954 8440 For more job opportunities, please visit www.brightprospect.com.my OUR SERVICE FOR JOB SEEKERS IS FREE!",https://my.jobstreet.com/job/82509053?type=standard&ref=search-standalone&origin=jobCard#sol=9f3759f86c3986f15e53fb795c0c1b12cd340ae3
BI Developer,British American Tobacco (Malaysia) Berhad (BATM),"Kuala Lumpur City Centre, Kuala Lumpur",Developers/Programmers (Information & Communication Technology),Full time,,"BAT is evolving at pace into a global multi-category business. We are on a mission to decrease the health impact of our industry To achieve our ambition, we are looking for colleagues who are ready to Be The Change. Come, join us on this journey! BAT’s Digital Business Solution has an exciting opportunity for a BI Developer in Subang Jaya, Malaysia. BI Developer will be a key role in enabling data driven story telling in BAT. Role will be responsible to develop visualization using PowerBI revolving Descriptive, Diagnostic, Predictive and Prescriptive Dashboards. The role will be spearheading the activation, operational and outcome of BI team to ensure high quality output, fit for purpose solution. Role is expected to develop, optimize BI infrastructure, data integrity/relationships, as well as reporting and business process architectures, enabling fit for purpose analytics and more effective insight’s delivery.BI Developer is expected to be SME on ETL tools and assist Business Analyst in building End to End integrated, scalable solution to Functional Leaders Globally. Your key responsibilities will include: Reports To: APMEA North D&A Manager Reporting Level: Manages Self Geographic Scope: Global End to End Dashboard Development SDLC (Data to Dashboard), Strong developing knowledge of PowerQuery, M Language, DAX and PowerBI functions is a must Manage data extraction on demand from Fabric data warehouse using T-SQL. Work closely with Data Engineers and Data Scientists to provide visualization on demand for POC analysis. Contribute in High Level Engagement and collaborate with Business Analyst to perform feasibility study, delivering POC and provide consultation and recommendation to stakeholders Proven track records in developing dashboard with multiple data sources and communicate requirements to Data Engineers / Data Scientists or relevant team Perform diagnostic on existing excel reports, develop solutions, perform implementation and monitor validation processes to ensure data integrity and optimal performance Perform all phases of the ETL process to ensure compliance with standard operating procedures and global templates Collaborate with Data Scientists and Platform Team to enable rapid BI Developments Define and maintain internal processes and quality standards documentation to ensure process controls and audits are up to date and aligned to BAT standards Implement modification on existing dashboards and diagnostic the impact of the expected modifications on the data model behind the dashboards Contribute in the development of SDLC, Project Governance Files and Templates Build data governance checkpoints and contribute in building Operating Model Effectively manage multiple stringent project timelines in fast paced business environment Continuously strive to improve current tools and methodologies improve analysis of information What are we looking for? Degree in Mathematics, Data Science, Marketing, Finance, Analytics, Economics or related field At least 3-5 years proven track records in developing BI projects, (years in top tiers consulting company count double) Proficiency in English, both verbal and written (Japanese or Korean knowledge would be a plus) Detail oriented and continues learner Strong Problem Solving, Continuous Improvement, and Resourceful Mindset Experience in using direct query with Database Infrastructure i.e. Fabric, Azure Blob Strong Expertise in using PowerBI, including integration with PowerApps and PowerAutomate are preferred Proven track records in delivering multiple BI projects with various complexity Hands-on Developing Experience with Microsoft Products (Excel, PowerBI, Sharepoints, PowerAutomate, PowerApps, Excel Macro, PowerQuery) Experience with T-SQL to format and extract data Comfortable with numbers and good analytical sense Experience in developing product using agile methodologies and ways of working Good Understanding of Data Structure, Transformation and Architecture Knowledge in coding languages will be a plus (Python, R, etc.) What we offer you? We offer a market leading annual performance bonus (subject to eligibility) Our range of benefits varies by country and includes diverse health plans, initiatives for work-life balance, transportation support, and a flexible holiday plan with additional incentives Your journey with us isn't limited by boundaries; it's propelled by your aspirations. Join us at BAT and become a part of an environment that thrives on internal advancement, where your career progression isn't just a statement – it's a reality we're eager to build together. Seize the opportunity and own your development; your next chapter starts here. You'll have access to online learning platforms and personalized growth programs to nurture your leadership skills We prioritise continuous improvement within a transformative environment, preparing for ongoing changes WHY JOIN BAT? We’re one of the few companies named as a Global Top Employer by the Top Employers Institute – certified in offering excellent employee conditions. At BAT, we champion collaboration, inclusion, and partnership as the bedrock of our values. We wish to foster an environment where every individual can thrive, irrespective of factors such as gender, sexual orientation, marital or civil partnership status, gender reassignment, race, religion or belief, colour, nationality, ethnic or national origin, disability, age, skills, experience, education, socio-economic and professional background, as well as diverse perspectives and thinking styles. We recognise that our strength lies in embracing talent from all walks of life, empowering us to develop our culture of inclusivity and better achieve our business objectives. We view career breaks not as obstacles but as opportunities and encourage everyone, without hesitation, to apply. Through our Global Returners program, we provide support to professionals seeking to re-enter the workforce after an extended absence, be it for family care, parental leave, national service, sabbatical, or starting their own venture. Come bring your difference and see what is possible for you at BAT. Learn more about our culture and our award winning employee experience here. We take pride in being a Disability Confident Employer. If you need any reasonable adjustments or accommodations to be made during the recruitment process to support you performing at your best, please inform the recruitment partner who will be in touch should your profile be selected for the role you applied for. We are wholeheartedly committed to optimising your prospects of success by making suitable arrangements so that you may showcase your full potential.",https://my.jobstreet.com/job/81508284?type=standard&ref=search-standalone&origin=jobCard#sol=6831564b4385c8f0cc0cb089de32a2db60dbe35c
Data Analyst,BASF Asia Pacific Service Centre Sdn Bhd,"Kuala Lumpur City Centre, Kuala Lumpur",Developers/Programmers (Information & Communication Technology),Full time,,"Digital Hub Kuala Lumpur attracts, grows, and develops passionate people who will meaningfully impact the digital future of BASF. Come join us and be a part of our digitalization journey. The Business Process Analytics & Modelling Team enhances its broad product and consulting expertise by adding the innovative AI based package ""Celonis"" to its Portfolio. To support and accelerate the value creation with this new product, the team is searching for you as a Senior Data Analyst for Process Analytics. Responsibilities and Key Outcomes Develop and operate the Business Process Analytics systems of BASF based on Celonis process mining tool. Advise our internal business partners on requirements in the area of Business Process Management (esp. Analytics) / Process Mining and structured recording of customer requirements. Support the implementation of new functionalities as part of our DevOps team and take over the coordination and implementation of the technical implementation and its integration into the IT infrastructure of BASF. Responsible for the Extraction, Transformation and Loading of the data and for the creation and maintenance of the data models and the implementation of management dashboards. Plan and manage analytics projects independently of business processes with different content and strategic importance. Business Consulting and Technical Consulting with Process Designers and Analysts You analyze and solve complex incidents as well as technical malfunctions and advise users in the event of problems. By using the documentation and quality assurance tools, you actively tackle the root cause analysis of malfunctions and problems and solve them effectively. In close cooperation with key players within and outside the team as well as with our external providers, you will coordinate the provision of services taking into account agreed service level agreements (e.g. reaction times, solution times, availability, readiness). Do User Acceptance Tests together with Internal Business Partners You will ensure the further development of expertise within our DevOps team. Job Requirements Education Bachelor’s degree in computer science, Informatics, business informatics or in a comparable field. Technical & Professional Knowledge (mandatory) Experience in business intelligence , responsible for data modeling, support others on data analysis. Experience in Database systems like SQL, build data models, Business Consulting / Technical Consulting skills. Know-how in Extraction, Transformation and Loading (ETL) of data. Strong analytical thinking and structured mindset. Fluent communication skills in English. Technical & Professional Knowledge (additional plus/nice to have skills) Experience in process mining (Minimum 1 year) As one of the world’s largest chemical companies, BASF is on a mission to create chemistry with a sustainable future. The Digital Hub Kuala Lumpur, alongside four other Digital Hubs across the globe, are part of the Global Digital Services team, which is the technology powerhouse driving our vision. As an integrated hub focused on digital growth and innovative business solutions, you will find many opportunities to create an impact here. Whether you want to streamline processes with robotics automation, deep-dive into emerging technologies, or help tell the story of BASF – we have you covered. By investing in best-in-class tools and encouraging cross-functional collaboration, we empower our people to be curious and pursue any area of the business that interests them. The bottom line? We want you to bring your differences and spark positive evolutions in BASF.",https://my.jobstreet.com/job/82209981?type=standard&ref=search-standalone&origin=jobCard#sol=7529cf835f7d6406ff3429b5410abae970ac1575
Data & Analytics Engineer,Taylor's Education Group,"Subang Jaya, Selangor",Business/Systems Analysts (Information & Communication Technology),Full time,,"Job Purpose: Your role will involve driving analysis and providing business insights to support the growth and expansion of the university operation. Once a project is assigned to you, you will be responsible for understanding the requirements, establishing the process, providing a timeline, collaborating with the team and stakeholders, and performing technical functions such as data extraction, cleaning, structuring, massaging, and analysis using primarily the Structured Query Language (SQL) programming language. These activities will result in insights and recommendations that will be presented to the users. Additionally, you will be required to generate reports for the user as needed. You will work with a team to execute assigned projects and report to the project team. If you excel in critical thinking and possess the ability to analyze complex datasets, this role is well-suited for you. KEY RESULT AREAS / RESPONSIBILITIES Develop and implement efficient processes for collecting and analyzing both internal and external data, transforming them into actionable operational insights Extract and cleanse data from the data warehouse using SQL, applying necessary transformations and formulas to ensure data quality and consistency, followed by comprehensive analysis. Manage large datasets to generate data-driven insights that support business strategy, operational improvements, and informed decision-making Define key performance indicators (KPIs) and establish processes to monitor and evaluate business performance and progress. Analyze trends, assess current operational strategies, and provide critical insights to identify potential risks and areas for improvement. Automate reporting workflows to streamline data delivery and enhance team and organizational efficiency. Collaborate with internal stakeholders to understand business challenges, define problem statements, gather requirements, and prioritize and implement sustainable data-driven solutions that address business needs. Design, maintain, and automate reports, dashboards, and business processes to meet the reporting needs of various stakeholders across the organization. Maintain detailed documentation for all tasks, processes, and analytical findings to ensure transparency and knowledge sharing. JOB SPECIFICATION MINIMUM ACADEMIC / PROFESSIONAL QUALIFICATION Candidate must possess at least bachelor’s degree in Data Analytics, Information Technology, or any other similar courses RELATED EXPERIENCE At least 3 of relevant experience in data analytics work, creating and implementing effective data visualization, dashboards, and reports. COMPETENCIES (KNOWLEDGE, SKILLS & ABILITIES) Proficiency in accessing relational databases using SQL, with a strong ability to write, modify, and optimize SQL queries. Hands-on experience with various database systems (e.g. SQL Server, Oracle, MySQL, PostgreSQL). Practical experience with data extraction, transformation, and loading (ETL) tools and platforms. (e.g. Pentaho ETL) Experience navigating databases or data warehouses to understand raw data sources, perform data cleansing, and execute dimensional modeling tasks. Expertise in using data visualization tools (e.g., Power BI, DAX, D3.js, SAS Viya) to design and deliver interactive reports and dashboards. Familiarity with statistical analysis tools and languages such as R or Python is a plus. Strong understanding of data analysis methodologies and techniques, with the ability to work with large, complex datasets. Proven ability to collaborate effectively with business stakeholders to gather requirements and translate them into actionable solutions. Logical, analytical thinker with the ability to understand and connect disparate pieces of information to see the bigger picture. Skilled in presenting ideas and solutions in a clear, structured manner. Self-motivated and able to work independently, prioritize tasks, and manage time effectively. Excellent communication skills, with the ability to present complex data insights to both technical and non-technical audiences, leveraging storytelling techniques to convey key findings. COMPETENCIES (BEHAVIOURAL) Creative thinking & innovation – knows when a new approach may be required. Communicating effectively – discusses and presents ideas logically, clearly using facts and appropriate supporting materials. Teamwork & collaboration – works harmoniously as a member of a team, sharing knowledge, and information and keeps team members informed and updated about the work of the group. Results orientation – Takes personal ownership and completes own work according to established standards in an accurate and timely manne",https://my.jobstreet.com/job/82074228?type=standard&ref=search-standalone&origin=jobCard#sol=8b52762e2aeae9e2321592df1a59e984414b208d
Business Intelligence Operation Specialist,Shopee Mobile Malaysia Sdn Bhd,Kuala Lumpur,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,,"The Business Intelligence and Data Analytics team plays a critical role in conducting close-loop data-driven business iterations. As business intelligence specialists and data analysts, our scope of work is not limited to just performance monitoring and reporting, but also in proactively finding actionable insights to help drive high-impact business changes. Our end-to-end data solution reduces the gap between the business teams and technical teams, and achieves real ‘intelligence’ in the iteration cycle. Browse our Business Intelligence and Data Analytics team openings to see how you can make an impact with us. Job Description: Work with cross-functional teams to understand their reporting needs, define metrics and furnish with the necessary data to support decision making Work with business stakeholders to fulfill regulatory reporting requirements, incl. monthly/quarterly/annual reports and adhoc regulatory requests Responsible for developing, maintaining and enhancing reports/dashboards across all departments Requirements: Bachelor's degree in Computer Science, Business Analytics, Statistics or a related field Proficiency in Excel and SQL is mandatory Strong logical thinking and numerical reasoning skills, able to interpret large, complex data sets Strong time management skills, can work independently and prioritize tasks to meet tight deadlines Strong communication skills, able to present findings structurally to non-technical stakeholders",https://my.jobstreet.com/job/82062446?type=standard&ref=search-standalone&origin=jobCard#sol=ac0b9d1e06f1959be23a6b1625cfe1db17c60a36
Senior Data Analyst,MONKEYCLOUD MEDIA SDN. BHD.,"Setia Alam, Selangor",Analysis & Reporting (Sales),Full time,"RM 4,000 – RM 6,000 per month","Job Responsibilities: Collect, analyze, and interpret data related to business performance and industry data, including sales, customer behavior, KPI, financial reports, marketing data Filtering and cleaning data to ensure accuracy. Create and maintain dashboards and reports to track key performance indicators (KPIs) and identify trends or issues. Develop and recommend strategies to enhance the customer experience, increase conversion rates, and optimize sales funnels. Conduct competitive analysis and market research to inform strategic decisions and identify opportunities for growth. Work closely with stakeholders to gather and document business requirements for projects and initiatives. Translate business needs into technical specifications and ensure alignment with platform capabilities. Prepare detailed reports and presentations on business performance, providing actionable insights and recommendations to senior management. Monitor and evaluate the impact of implemented changes and initiatives on business performance. Stay up-to-date with industry trends, emerging technologies, and best practices in eCommerce. Propose and implement process improvements to enhance operational efficiency and effectiveness. Required Skills & Capabilities: Bachelor’s degree in Business Administration, Marketing, Information Technology, Data Analyst or a related field. 2-3 years working experience as a Business Intelligence Analyst/Data Analyst or any position that related to data and business analytics with strong statistical background. Preferably with prior experience in the FMCG industry. Strong analytical and problem-solving skills, with the ability to interpret complex data and make data-driven decisions. Excellent communication skills, both written and verbal, with the ability to present findings to various stakeholders. Experience with project management Proactive and able to work independently Competency in Microsoft applications, Google Sheet and Power BI Fast leaner and result oriented Benefits: Hybrid Working Arrangement (3 days office day & 2 days wfh) Quarterly performance bonus Yearly increment & bonus Follow all Malaysia & Selangor Public Holidays 14 days annual leave Medical Allowance 13% EPF work life balance culture Employee development and training program Decentralized decision making Career growth & career advancement Opportunity to lead the department Opportunity to present self non toxic working environment",https://my.jobstreet.com/job/81941383?type=standard&ref=search-standalone&origin=jobCard#sol=992c6df52e8c80d0fdcefbc18e05dca137f75ff1
